_id,date,center_name,attendance_count
40769316,2015-09-23,Ammon Community Center,60
40769317,2015-09-23,Brookline Community Center,144
40769318,2015-09-23,Jefferson Community Center,34
40769319,2015-09-23,Magee Community Center,35
40769320,2015-09-23,Ormsby Community Center,40
40769321,2015-09-23,Paulson Community Center,19
40769322,2015-09-23,Phillips Community Center,70
40769323,2015-09-23,Warrington Community Center,26
40769324,2015-09-22,West Penn Community Center,29
40769325,2015-09-22,Ammon Community Center,158
40769326,2015-09-22,Arlington Community Center,40
40769327,2015-09-22,Jefferson Community Center,27
40769328,2015-09-22,Brookline Community Center,100
40769329,2015-09-22,Magee Community Center,29
40769330,2015-09-22,Paulson Community Center,1
40769331,2015-09-22,Ormsby Community Center,37
40769332,2015-09-22,Warrington Community Center,23
40769333,2015-09-22,Phillips Community Center,73
40769334,2015-09-21,West Penn Community Center,49
40769335,2015-09-21,Arlington Community Center,29
40769336,2015-09-21,Ammon Community Center,207
40769337,2015-09-21,Brookline Community Center,127
40769338,2015-09-21,Jefferson Community Center,12
40769339,2015-09-21,Magee Community Center,21
40769340,2015-09-21,Ormsby Community Center,30
40769341,2015-09-21,Phillips Community Center,109
40769342,2015-09-21,Warrington Community Center,19
40769343,2015-09-19,Brookline Community Center,171
40769344,2015-09-19,Magee Community Center,42
40769345,2015-09-19,Ormsby Community Center,19
40769346,2015-09-19,Phillips Community Center,27
40769347,2015-09-18,West Penn Community Center,38
40769348,2015-09-18,Ammon Community Center,61
40769349,2015-09-18,Arlington Community Center,25
40769350,2015-09-18,Brookline Community Center,96
40769351,2015-09-18,Jefferson Community Center,17
40769352,2015-09-18,Magee Community Center,23
40769353,2015-09-18,Ormsby Community Center,13
40769354,2015-09-18,Phillips Community Center,88
40769355,2015-09-18,Warrington Community Center,18
40769356,2015-09-17,West Penn Community Center,43
40769357,2015-09-17,Arlington Community Center,32
40769358,2015-09-17,Ammon Community Center,102
40769359,2015-09-17,Jefferson Community Center,24
40769360,2015-09-17,Brookline Community Center,130
40769361,2015-09-17,Magee Community Center,61
40769362,2015-09-17,Ormsby Community Center,38
40769363,2015-09-17,Warrington Community Center,18
40769364,2015-09-17,Phillips Community Center,59
40769365,2015-09-16,West Penn Community Center,27
40769366,2015-09-16,Ammon Community Center,77
40769367,2015-09-16,Arlington Community Center,26
40769368,2015-09-16,Brookline Community Center,135
40769369,2015-09-16,Jefferson Community Center,26
40769370,2015-09-16,Magee Community Center,9
40769371,2015-09-16,Ormsby Community Center,19
40769372,2015-09-16,Phillips Community Center,38
40769373,2015-09-16,Warrington Community Center,14
40769374,2015-09-15,West Penn Community Center,82
40769375,2015-09-15,Arlington Community Center,28
40769376,2015-09-15,Ammon Community Center,151
40769377,2015-09-15,Jefferson Community Center,16
40769378,2015-09-15,Brookline Community Center,139
40769379,2015-09-15,Magee Community Center,12
40769380,2015-09-15,Ormsby Community Center,23
40769381,2015-09-15,Warrington Community Center,17
40769382,2015-09-15,Phillips Community Center,64
40769383,2015-09-14,West Penn Community Center,56
40769384,2015-09-14,Ammon Community Center,86
40769385,2015-09-14,Arlington Community Center,25
40769386,2015-09-14,Brookline Community Center,158
40769387,2015-09-14,Jefferson Community Center,26
40769388,2015-09-14,Magee Community Center,27
40769389,2015-09-14,Ormsby Community Center,39
40769390,2015-09-14,Paulson Community Center,2
40769391,2015-09-14,Phillips Community Center,95
40769392,2015-09-14,Warrington Community Center,18
40769393,2015-09-12,Jefferson Community Center,1
40769394,2015-09-12,Brookline Community Center,74
40769395,2015-09-12,Magee Community Center,43
40769396,2015-09-12,Ormsby Community Center,64
40769397,2015-09-12,Phillips Community Center,26
40769398,2015-09-11,West Penn Community Center,34
40769399,2015-09-11,Ammon Community Center,44
40769400,2015-09-11,Brookline Community Center,81
40769401,2015-09-11,Jefferson Community Center,5
40769402,2015-09-11,Magee Community Center,41
40769403,2015-09-11,Ormsby Community Center,10
40769404,2015-09-11,Paulson Community Center,2
40769405,2015-09-11,Phillips Community Center,77
40769406,2015-09-11,Warrington Community Center,21
40769407,2015-09-10,West Penn Community Center,35
40769408,2015-09-10,Ammon Community Center,103
40769409,2015-09-10,Jefferson Community Center,7
40769410,2015-09-10,Brookline Community Center,85
40769411,2015-09-10,Magee Community Center,18
40769412,2015-09-10,Ormsby Community Center,33
40769413,2015-09-10,Warrington Community Center,27
40769414,2015-09-10,Phillips Community Center,72
40769415,2015-09-09,West Penn Community Center,46
40769416,2015-09-09,Ammon Community Center,89
40769417,2015-09-09,Brookline Community Center,164
40769418,2015-09-09,Jefferson Community Center,20
40769419,2015-09-09,Magee Community Center,14
40769420,2015-09-09,Ormsby Community Center,34
40769421,2015-09-09,Paulson Community Center,54
40769422,2015-09-09,Phillips Community Center,1
40769423,2015-09-09,Warrington Community Center,24
40769424,2015-09-08,West Penn Community Center,52
40769425,2015-09-08,Ammon Community Center,113
40769426,2015-09-08,Arlington Community Center,29
40769427,2015-09-08,Jefferson Community Center,19
40769428,2015-09-08,Brookline Community Center,93
40769429,2015-09-08,Magee Community Center,34
40769430,2015-09-08,Paulson Community Center,4
40769431,2015-09-08,Ormsby Community Center,36
40769432,2015-09-08,Warrington Community Center,20
40769433,2015-09-08,Phillips Community Center,55
40769434,2015-09-05,West Penn Community Center,25
40769435,2015-09-05,Brookline Community Center,76
40769436,2015-09-05,Magee Community Center,26
40769437,2015-09-05,Ormsby Community Center,7
40769438,2015-09-05,Phillips Community Center,11
40769439,2015-09-04,West Penn Community Center,51
40769440,2015-09-04,Arlington Community Center,16
40769441,2015-09-04,Ammon Community Center,66
40769442,2015-09-04,Brookline Community Center,172
40769443,2015-09-04,Jefferson Community Center,15
40769444,2015-09-04,Magee Community Center,46
40769445,2015-09-04,Ormsby Community Center,17
40769446,2015-09-04,Phillips Community Center,44
40769447,2015-09-04,Warrington Community Center,26
40769448,2015-09-03,West Penn Community Center,31
40769449,2015-09-03,Ammon Community Center,73
40769450,2015-09-03,Arlington Community Center,29
40769451,2015-09-03,Jefferson Community Center,20
40769452,2015-09-03,Brookline Community Center,157
40769453,2015-09-03,Magee Community Center,32
40769454,2015-09-03,Ormsby Community Center,23
40769455,2015-09-03,Warrington Community Center,32
40769456,2015-09-03,Phillips Community Center,55
40769457,2015-09-02,West Penn Community Center,33
40769458,2015-09-02,Arlington Community Center,23
40769459,2015-09-02,Ammon Community Center,88
40769460,2015-09-02,Brookline Community Center,164
40769461,2015-09-02,Jefferson Community Center,30
40769462,2015-09-02,Magee Community Center,34
40769463,2015-09-02,Ormsby Community Center,17
40769464,2015-09-02,Phillips Community Center,74
40769465,2015-09-02,Warrington Community Center,29
40769466,2015-09-01,West Penn Community Center,67
40769467,2015-09-01,Ammon Community Center,81
40769468,2015-09-01,Arlington Community Center,28
40769469,2015-09-01,Jefferson Community Center,16
40769470,2015-09-01,Brookline Community Center,139
40769471,2015-09-01,Magee Community Center,26
40769472,2015-09-01,Ormsby Community Center,18
40769473,2015-09-01,Warrington Community Center,40
40769474,2015-09-01,Phillips Community Center,69
40769475,2015-08-31,West Penn Community Center,52
40769476,2015-08-31,Ammon Community Center,102
40769477,2015-08-31,Brookline Community Center,144
40769478,2015-08-31,Jefferson Community Center,36
40769479,2015-08-31,Magee Community Center,33
40769480,2015-08-31,Ormsby Community Center,24
40769481,2015-08-31,Phillips Community Center,110
40769482,2015-08-31,Warrington Community Center,35
40769483,2015-08-29,West Penn Community Center,29
40769484,2015-08-29,Arlington Community Center,5
40769485,2015-08-29,Brookline Community Center,23
40769486,2015-08-29,Magee Community Center,17
40769487,2015-08-29,Phillips Community Center,33
40769488,2015-08-28,West Penn Community Center,23
40769489,2015-08-28,Arlington Community Center,14
40769490,2015-08-28,Ammon Community Center,26
40769491,2015-08-28,Brookline Community Center,285
40769492,2015-08-28,Jefferson Community Center,29
40769493,2015-08-28,Magee Community Center,3
40769494,2015-08-28,Ormsby Community Center,16
40769495,2015-08-28,Phillips Community Center,531
40769496,2015-08-28,Warrington Community Center,8
40769497,2015-08-27,West Penn Community Center,24
40769498,2015-08-27,Ammon Community Center,36
40769499,2015-08-27,Arlington Community Center,37
40769500,2015-08-27,Jefferson Community Center,24
40769501,2015-08-27,Brookline Community Center,111
40769502,2015-08-27,Magee Community Center,1
40769503,2015-08-27,Ormsby Community Center,24
40769504,2015-08-27,Warrington Community Center,22
40769505,2015-08-27,Phillips Community Center,51
40769506,2015-08-26,West Penn Community Center,22
40769507,2015-08-26,Arlington Community Center,30
40769508,2015-08-26,Ammon Community Center,34
40769509,2015-08-26,Brookline Community Center,119
40769510,2015-08-26,Jefferson Community Center,19
40769511,2015-08-26,Magee Community Center,14
40769512,2015-08-26,Ormsby Community Center,29
40769513,2015-08-26,Phillips Community Center,92
40769514,2015-08-26,Warrington Community Center,32
40769515,2015-08-25,West Penn Community Center,22
40769516,2015-08-25,Ammon Community Center,32
40769517,2015-08-25,Arlington Community Center,81
40769518,2015-08-25,Jefferson Community Center,29
40769519,2015-08-25,Brookline Community Center,136
40769520,2015-08-25,Magee Community Center,23
40769521,2015-08-25,Ormsby Community Center,9
40769522,2015-08-25,Warrington Community Center,22
40769523,2015-08-25,Phillips Community Center,81
40769524,2015-08-24,West Penn Community Center,43
40769525,2015-08-24,Arlington Community Center,85
40769526,2015-08-24,Ammon Community Center,78
40769527,2015-08-24,Brookline Community Center,95
40769528,2015-08-24,Jefferson Community Center,38
40769529,2015-08-24,Magee Community Center,15
40769530,2015-08-24,Ormsby Community Center,32
40769531,2015-08-24,Phillips Community Center,82
40769532,2015-08-24,Warrington Community Center,31
40769533,2015-08-22,West Penn Community Center,18
40769534,2015-08-22,Brookline Community Center,17
40769535,2015-08-22,Magee Community Center,2
40769536,2015-08-22,Warrington Community Center,4
40769537,2015-08-22,Phillips Community Center,298
40769538,2015-08-21,West Penn Community Center,42
40769539,2015-08-21,Ammon Community Center,33
40769540,2015-08-21,Arlington Community Center,24
40769541,2015-08-21,Brookline Community Center,98
40769542,2015-08-21,Jefferson Community Center,19
40769543,2015-08-21,Magee Community Center,10
40769544,2015-08-21,Ormsby Community Center,22
40769545,2015-08-21,Phillips Community Center,72
40769546,2015-08-21,Warrington Community Center,15
40769547,2015-08-20,West Penn Community Center,33
40769548,2015-08-20,Arlington Community Center,18
40769549,2015-08-20,Ammon Community Center,45
40769550,2015-08-20,Jefferson Community Center,23
40769551,2015-08-20,Brookline Community Center,184
40769552,2015-08-20,Magee Community Center,20
40769553,2015-08-20,Ormsby Community Center,24
40769554,2015-08-20,Warrington Community Center,24
40769555,2015-08-20,Phillips Community Center,72
40769556,2015-08-19,West Penn Community Center,29
40769557,2015-08-19,Ammon Community Center,41
40769558,2015-08-19,Arlington Community Center,46
40769559,2015-08-19,Brookline Community Center,167
40769560,2015-08-19,Jefferson Community Center,40
40769561,2015-08-19,Magee Community Center,11
40769562,2015-08-19,Ormsby Community Center,21
40769563,2015-08-19,Phillips Community Center,96
40769564,2015-08-19,Warrington Community Center,34
40769565,2015-08-18,West Penn Community Center,36
40769566,2015-08-18,Arlington Community Center,24
40769567,2015-08-18,Ammon Community Center,101
40769568,2015-08-18,Jefferson Community Center,25
40769569,2015-08-18,Brookline Community Center,94
40769570,2015-08-18,Magee Community Center,96
40769571,2015-08-18,Ormsby Community Center,31
40769572,2015-08-18,Warrington Community Center,44
40769573,2015-08-18,Phillips Community Center,100
40769574,2015-08-17,West Penn Community Center,46
40769575,2015-08-17,Ammon Community Center,66
40769576,2015-08-17,Arlington Community Center,33
40769577,2015-08-17,Brookline Community Center,195
40769578,2015-08-17,Jefferson Community Center,27
40769579,2015-08-17,Magee Community Center,21
40769580,2015-08-17,Ormsby Community Center,39
40769581,2015-08-17,Phillips Community Center,91
40769582,2015-08-17,Warrington Community Center,18
40769583,2015-08-15,West Penn Community Center,17
40769584,2015-08-15,Brookline Community Center,21
40769585,2015-08-15,Magee Community Center,35
40769586,2015-08-15,Ormsby Community Center,11
40769587,2015-08-15,Phillips Community Center,51
40769588,2015-08-14,West Penn Community Center,33
40769589,2015-08-14,Arlington Community Center,21
40769590,2015-08-14,Ammon Community Center,74
40769591,2015-08-14,Brookline Community Center,118
40769592,2015-08-14,Jefferson Community Center,50
40769593,2015-08-14,Magee Community Center,11
40769594,2015-08-14,Ormsby Community Center,14
40769595,2015-08-14,Phillips Community Center,106
40769596,2015-08-14,Warrington Community Center,30
40769597,2015-08-13,West Penn Community Center,36
40769598,2015-08-13,Ammon Community Center,95
40769599,2015-08-13,Arlington Community Center,59
40769600,2015-08-13,Jefferson Community Center,11
40769601,2015-08-13,Brookline Community Center,219
40769602,2015-08-13,Magee Community Center,21
40769603,2015-08-13,Ormsby Community Center,23
40769604,2015-08-13,Warrington Community Center,5
